sentence,neg,neu,pos,compound
"He did not find her in until eight andoh, climax of anticlimaxes!she could give him no engagement until Tuesday afternoon.",0.094,0.766,0.14,0.2714
A broken piece of guttapercha clattered to the floor as he banged up the phone.,0.193,0.807,0.0,-0.4767
BLACK MAGIC Tuesday was freezing cold.,0.219,0.781,0.0,-0.1027
He called at a bleak two o'clock and as they shook hands he wondered confusedly whether he had ever kissed her it was almost unbelievablehe seriously doubted if she remembered it.,0.185,0.738,0.077,-0.1675
"""I called you four times on Sunday,"" he told her.",0.0,1.0,0.0,0.0
"""Did you?""",0.0,1.0,0.0,0.0
There was surprise in her voice and interest in her expression.,0.0,0.638,0.362,0.6249
Silently he cursed himself for having told her.,0.0,1.0,0.0,0.0
He might have known her pride did not deal in such petty triumphs.,0.105,0.581,0.314,0.5574
"Even then he had not guessed at the truththat never having had to worry about men she had seldom used the wary subterfuges, the playings out and haulings in, that were the stock in trade of her sisterhood.",0.073,0.927,0.0,-0.4404
"When she liked a man, that was trick enough.",0.12,0.6,0.28,0.3818
Did she think she loved himthere was an ultimate and fatal thrust.,0.201,0.575,0.224,0.1027
Her charm endlessly preserved itself.,0.0,0.597,0.403,0.4019
"""I was anxious to see you,"" he said simply.",0.2,0.8,0.0,-0.25
"""I want to talk to youI mean really talk, somewhere where we can be alone.",0.123,0.798,0.08,-0.1779
"May I?""",0.0,1.0,0.0,0.0
"""What do you mean?""",0.0,1.0,0.0,0.0
He swallowed a sudden lump of panic.,0.398,0.602,0.0,-0.5106
He felt that she knew what he wanted.,0.0,1.0,0.0,0.0
"""I mean, not at a tea table,"" he said.",0.0,1.0,0.0,0.0
"""Well, all right, but not today.",0.0,1.0,0.0,0.0
I want to get some exercise.,0.0,0.755,0.245,0.0772
"Let's walk!""",0.0,1.0,0.0,0.0
It was bitter and raw.,0.412,0.588,0.0,-0.4215
All the evil hate in the mad heart of February was wrought into the forlorn and icy wind that cut its way cruelly across Central Park and down along Fifth Avenue.,0.398,0.602,0.0,-0.9531
"It was almost impossible to talk, and discomfort made him distracted, so much so that he turned at Sixtyfirst Street to find that she was no longer beside him.",0.222,0.778,0.0,-0.7506
He looked around.,0.0,1.0,0.0,0.0
"She was forty feet in the rear standing motionless, her face half hidden in her fur coat collar, moved either by anger or laughterhe could not determine which.",0.121,0.879,0.0,-0.5719
He started back.,0.0,1.0,0.0,0.0
"""Don't let me interrupt your walk!""",0.0,0.682,0.318,0.3244
she called.,0.0,1.0,0.0,0.0
"""I'm mighty sorry,"" he answered in confusion.",0.268,0.732,0.0,-0.296
"""Did I go too fast?""",0.0,1.0,0.0,0.0
"""I'm cold,"" she announced.",0.0,1.0,0.0,0.0
"""I want to go home.",0.0,0.755,0.245,0.0772
"And you walk too fast.""",0.0,1.0,0.0,0.0
"""I'm very sorry.""",0.0,1.0,0.0,0.0
Side by side they started for the Plaza.,0.0,1.0,0.0,0.0
He wished he could see her face.,0.0,1.0,0.0,0.0
"""Men don't usually get so absorbed in themselves when they're with me.""",0.0,1.0,0.0,0.0
"""I'm sorry.""",0.0,1.0,0.0,0.0
"""That's very interesting.""",0.0,1.0,0.0,0.0
"""It is rather too cold to walk,"" he said, briskly, to hide his annoyance.",0.25,0.75,0.0,-0.4588
She made no answer and he wondered if she would dismiss him at the hotel entrance.,0.128,0.872,0.0,-0.296
"She walked in without speaking, however, and to the elevator, throwing him a single remark as she entered it ""You'd better come up.""",0.0,0.879,0.121,0.4404
He hesitated for the fraction of a moment.,0.277,0.723,0.0,-0.3182
"""Perhaps I'd better call some other time.""",0.0,0.674,0.326,0.4404
"""Just as you say.""",0.0,1.0,0.0,0.0
Her words were murmured as an aside.,0.0,1.0,0.0,0.0
The main concern of life was the adjusting of some stray wisps of hair in the elevator mirror.,0.0,1.0,0.0,0.0
"Her cheeks were brilliant, her eyes sparkledshe had never seemed so lovely, so exquisitely to be desired.",0.0,0.565,0.435,0.8949
"Despising himself, he found that he was walking down the tenthfloor corridor a subservient foot behind her was in the sitting room while she disappeared to shed her furs.",0.177,0.823,0.0,-0.6808
Something had gone wrongin his own eyes he had lost a shred of dignity in an unpremeditated yet significant encounter he had been completely defeated.,0.189,0.662,0.149,-0.2944
"However, by the time she reappeared in the sittingroom he had explained himself to himself with sophistic satisfaction.",0.0,0.854,0.146,0.4404
"After all he had done the strongest thing, he thought.",0.0,0.756,0.244,0.4404
"He had wanted to come up, he had come.",0.0,1.0,0.0,0.0
"Yet what happened later on that afternoon must be traced to the indignity he had experienced in the elevator the girl was worrying him intolerably, so much so that when she came out he involuntarily drifted into criticism.",0.128,0.872,0.0,-0.6486
"""Who's this Bloeckman, Gloria?""",0.0,1.0,0.0,0.0
"""A business friend of father's.""",0.0,0.556,0.444,0.4939
"""Odd sort of fellow!""",0.464,0.536,0.0,-0.3802
"""He doesn't like you either,"" she said with a sudden smile.",0.167,0.634,0.198,0.1002
Anthony laughed.,0.0,0.25,0.75,0.4588
"""I'm flattered at his notice.",0.0,0.606,0.394,0.3818
"He evidently considers me a"" He broke off with ""Is he in love with you?""",0.14,0.65,0.21,0.34
"""I don't know.""",0.0,1.0,0.0,0.0
"""The deuce you don't,"" he insisted.",0.0,1.0,0.0,0.0
"""Of course he is.",0.0,1.0,0.0,0.0
I remember the look he gave me when we got back to the table.,0.0,1.0,0.0,0.0
"He'd probably have had me quietly assaulted by a delegation of movie supes if you hadn't invented that phone call.""",0.159,0.841,0.0,-0.5267
"""He didn't mind.",0.0,1.0,0.0,0.0
"I told him afterward what really happened.""",0.0,1.0,0.0,0.0
"""You told him!""",0.0,1.0,0.0,0.0
"""He asked me.""",0.0,1.0,0.0,0.0
"""I don't like that very well,"" he remonstrated.",0.232,0.768,0.0,-0.2755
She laughed again.,0.0,0.4,0.6,0.4588
"""Oh, you don't?""",0.0,1.0,0.0,0.0
"""What business is it of his?""",0.0,1.0,0.0,0.0
"""None.",0.0,1.0,0.0,0.0
"That's why I told him.""",0.0,1.0,0.0,0.0
Anthony in a turmoil bit savagely at his mouth.,0.487,0.513,0.0,-0.6908
"""Why should I lie?""",0.0,1.0,0.0,0.0
she demanded directly.,0.487,0.513,0.0,-0.2263
"""I'm not ashamed of anything I do.",0.0,0.662,0.338,0.3724
"It happened to interest him to know that I kissed you, and I happened to be in a good humor, so I satisfied his curiosity by a simple and precise 'yes.'",0.0,0.605,0.395,0.9134
"Being rather a sensible man, after his fashion, he dropped the subject.""",0.0,1.0,0.0,0.0
"""Except to say that he hated me.""",0.412,0.588,0.0,-0.6369
"""Oh, it worries you?",0.483,0.517,0.0,-0.4215
"Well, if you must probe this stupendous matter to its depths he didn't say he hated you.",0.0,0.681,0.319,0.6776
"I simply know he does.""",0.0,1.0,0.0,0.0
"""It doesn't wor"" ""Oh, let's drop it!""",0.285,0.715,0.0,-0.3382
she cried spiritedly.,0.565,0.435,0.0,-0.3818
"""It's a most uninteresting matter to me.""",0.0,0.784,0.216,0.0972
"With a tremendous effort Anthony made his acquiescence a twist of subject, and they drifted into an ancient questionandanswer game concerned with each other's pasts, gradually warming as they discovered the ageold, immemorial resemblances in tastes and ideas.",0.0,0.956,0.044,0.1531
"They said things that were more revealing than they intendedbut each pretended to accept the other at face, or rather word, value.",0.0,0.8,0.2,0.6124
The growth of intimacy is like that.,0.0,0.495,0.505,0.6249
"First one gives off his best picture, the bright and finished product mended with bluff and falsehood and humor.",0.0,0.635,0.365,0.8481
"Then more details are required and one paints a second portrait, and a thirdbefore long the best lines cancel outand the secret is exposed at last the planes of the pictures have intermingled and given us away, and though we paint and paint we can no longer sell a picture.",0.104,0.816,0.08,0.1779
We must be satisfied with hoping that such fatuous accounts of ourselves as we make to our wives and children and business associates are accepted as true.,0.0,0.687,0.313,0.8591
"""It seems to me,"" Anthony was saying earnestly, ""that the position of a man with neither necessity nor ambition is unfortunate.",0.0,0.885,0.115,0.357
"Heaven knows it'd be pathetic of me to be sorry for myselfyet, sometimes I envy Dick.""",0.332,0.514,0.154,-0.4215
Her silence was encouragement.,0.0,0.517,0.483,0.4215
It was as near as she ever came to an intentional lure.,0.0,1.0,0.0,0.0
"""And there used to be dignified occupations for a gentleman who had leisure, things a little more constructive than filling up the landscape with smoke or juggling some one else's money.",0.0,0.897,0.103,0.4939
"There's science, of course sometimes I wish I'd taken a good foundation, say at Boston Tech.",0.0,0.682,0.318,0.6808
"But now, by golly, I'd have to sit down for two years and struggle through the fundamentals of physics and chemistry.""",0.129,0.871,0.0,-0.4497
She yawned.,0.0,1.0,0.0,0.0
"""I've told you I don't know what anybody ought to do,"" she said ungraciously, and at her indifference his rancor was born again.",0.054,0.946,0.0,-0.0516
"""Aren't you interested in anything except yourself?""",0.273,0.727,0.0,-0.3089
"""Not much.""",0.0,1.0,0.0,0.0
He glared his growing enjoyment in the conversation was ripped to shreds.,0.0,0.654,0.346,0.6486
"She had been irritable and vindictive all day, and it seemed to him that for this moment he hated her hard selfishness.",0.388,0.612,0.0,-0.886
He stared morosely at the fire.,0.324,0.676,0.0,-0.34
Then a strange thing happened.,0.375,0.625,0.0,-0.2023
"She turned to him and smiled, and as he saw her smile every rag of anger and hurt vanity dropped from himas though his very moods were but the outer ripples of her own, as though emotion rose no longer in his breast unless she saw fit to pull an omnipotent controlling thread.",0.142,0.741,0.117,-0.1406
He moved closer and taking her hand pulled her ever so gently toward him until she half lay against his shoulder.,0.0,0.729,0.271,0.7944
She smiled up at him as he kissed her.,0.0,0.534,0.466,0.7269
"""Gloria,"" he whispered very softly.",0.0,1.0,0.0,0.0
"Again she had made a magic, subtle and pervading as a spilt perfume, irresistible and sweet.",0.0,0.69,0.31,0.6597
"Afterward, neither the next day nor after many years, could he remember the important things of that afternoon.",0.0,0.904,0.096,0.2023
Had she been moved?,0.0,1.0,0.0,0.0
In his arms had she spoken a littleor at all?,0.0,1.0,0.0,0.0
What measure of enjoyment had she taken in his kisses?,0.0,0.537,0.463,0.7845
And had she at any time lost herself ever so little?,0.187,0.813,0.0,-0.3182
"Oh, for him there was no doubt.",0.485,0.515,0.0,-0.5719
He had risen and paced the floor in sheer ecstasy.,0.0,0.698,0.302,0.5994
"That such a girl should be should poise curled in a corner of the couch like a swallow newly landed from a clean swift flight, watching him with inscrutable eyes.",0.0,0.767,0.233,0.7184
"He would stop his pacing and, half shy each time at first, drop his arm around her and find her kiss.",0.241,0.651,0.107,-0.3612
"She was fascinating, he told her.",0.0,0.588,0.412,0.5423
He had never met any one like her before.,0.0,0.762,0.238,0.3612
He besought her jauntily but earnestly to send him away he didn't want to fall in love.,0.06,0.678,0.262,0.7556
He wasn't coming to see her any morealready she had haunted too many of his ways.,0.171,0.829,0.0,-0.4767
What delicious romance!,0.0,0.116,0.884,0.8221
His true reaction was neither fear nor sorrowonly this deep delight in being with her that colored the banality of his words and made the mawkish seem sad and the posturing seem wise.,0.071,0.643,0.286,0.8529
He would come backeternally.,0.0,1.0,0.0,0.0
He should have known!,0.0,1.0,0.0,0.0
"""This is all.",0.0,1.0,0.0,0.0
"It's been very rare to have known you, very strange and wonderful.",0.13,0.623,0.247,0.4349
"But this wouldn't doand wouldn't last.""",0.0,1.0,0.0,0.0
As he spoke there was in his heart that tremulousness that we take for sincerity in ourselves.,0.0,1.0,0.0,0.0
Afterward he remembered one reply of hers to something he had asked her.,0.0,1.0,0.0,0.0
"He remembered it in this formperhaps he had unconsciously arranged and polished it ""A woman should be able to kiss a man beautifully and romantically without any desire to be either his wife or his mistress.""",0.053,0.728,0.219,0.793
As always when he was with her she seemed to grow gradually older until at the end ruminations too deep for words would be wintering in her eyes.,0.0,1.0,0.0,0.0
"An hour passed, and the fire leaped up in little ecstasies as though its fading life was sweet.",0.103,0.641,0.257,0.5584
"It was five now, and the clock over the mantel became articulate in sound.",0.0,1.0,0.0,0.0
