sentence,neg,neu,pos,compound
"I was promoted to be a major, and every Allied government gave me a decorationeven Montenegro, little Montenegro down on the Adriatic Sea!""",0.0,0.86,0.14,0.4753
Little Montenegro!,0.0,1.0,0.0,0.0
He lifted up the words and nodded at themwith his smile.,0.0,0.8,0.2,0.3612
The smile comprehended Montenegro's troubled history and sympathized with the brave struggles of the Montenegrin people.,0.235,0.513,0.252,0.1027
It appreciated fully the chain of national circumstances which had elicited this tribute from Montenegro's warm little heart.,0.0,0.755,0.245,0.6369
My incredulity was submerged in fascination now it was like skimming hastily through a dozen magazines.,0.0,0.695,0.305,0.6908
"He reached in his pocket, and a piece of metal, slung on a ribbon, fell into my palm.",0.0,0.915,0.085,0.1027
"""That's the one from Montenegro.""",0.0,1.0,0.0,0.0
"To my astonishment, the thing had an authentic look.",0.0,1.0,0.0,0.0
"""Orderi di Danilo,"" ran the circular legend, ""Montenegro, Nicolas Rex.""",0.0,1.0,0.0,0.0
"""Turn it.""",0.0,1.0,0.0,0.0
"""Major Jay Gatsby,"" I read, ""For Valour Extraordinary.""",0.0,1.0,0.0,0.0
"""Here's another thing I always carry.",0.0,1.0,0.0,0.0
A souvenir of Oxford days.,0.0,1.0,0.0,0.0
"It was taken in Trinity Quadthe man on my left is now the Earl of Doncaster.""",0.0,1.0,0.0,0.0
It was a photograph of half a dozen young men in blazers loafing in an archway through which were visible a host of spires.,0.0,1.0,0.0,0.0
"There was Gatsby, looking a little, not much, youngerwith a cricket bat in his hand.",0.0,0.789,0.211,0.4939
Then it was all true.,0.0,0.588,0.412,0.4215
"I saw the skins of tigers flaming in his palace on the Grand Canal I saw him opening a chest of rubies to ease, with their crimsonlighted depths, the gnawings of his broken heart.",0.085,0.765,0.15,0.34
"""I'm going to make a big request of you today,"" he said, pocketing his souvenirs with satisfaction, ""so I thought you ought to know something about me.",0.0,0.892,0.108,0.4404
I didn't want you to think I was just some nobody.,0.133,0.867,0.0,-0.0572
"You see, I usually find myself among strangers because I drift here and there trying to forget the sad things that happened to me.""",0.2,0.8,0.0,-0.6124
He hesitated.,0.697,0.303,0.0,-0.3182
"""You'll hear about it this afternoon.""",0.0,1.0,0.0,0.0
"""At lunch?""",0.0,1.0,0.0,0.0
"""No, this afternoon.",0.0,1.0,0.0,0.0
"I happened to find out that you're taking Miss Baker to tea.""",0.138,0.862,0.0,-0.1531
"""Do you mean you're in love with Miss Baker?""",0.125,0.547,0.328,0.5574
"""No, old sport, I'm not.",0.0,1.0,0.0,0.0
"But Miss Baker has kindly consented to speak to you about this matter.""",0.11,0.64,0.25,0.5267
"I hadn't the faintest idea what ""this matter"" was, but I was more annoyed than interested.",0.193,0.554,0.252,0.0435
I hadn't asked Jordan to tea in order to discuss Mr. Jay Gatsby.,0.0,1.0,0.0,0.0
"I was sure the request would be something utterly fantastic, and for a moment I was sorry I'd ever set foot upon his overpopulated lawn.",0.049,0.717,0.234,0.7089
He wouldn't say another word.,0.0,1.0,0.0,0.0
His correctness grew on him as we neared the city.,0.0,1.0,0.0,0.0
"We passed Port Roosevelt, where there was a glimpse of redbelted oceangoing ships, and sped along a cobbled slum lined with the dark, undeserted saloons of the fadedgilt nineteenhundreds.",0.0,1.0,0.0,0.0
"Then the valley of ashes opened out on both sides of us, and I had a glimpse of Mrs. Wilson straining at the garage pump with panting vitality as we went by.",0.071,0.859,0.071,0.0
"With fenders spread like wings we scattered light through half Astoriaonly half, for as we twisted among the pillars of the elevated I heard the familiar ""jugjugspat!""",0.0,0.9,0.1,0.4199
"of a motorcycle, and a frantic policeman rode alongside.",0.326,0.674,0.0,-0.4404
"""All right, old sport,"" called Gatsby.",0.0,1.0,0.0,0.0
We slowed down.,0.0,1.0,0.0,0.0
"Taking a white card from his wallet, he waved it before the man's eyes.",0.0,1.0,0.0,0.0
"""Right you are,"" agreed the policeman, tipping his cap.",0.0,0.792,0.208,0.2732
"""Know you next time, Mr. Gatsby.",0.0,1.0,0.0,0.0
"Excuse me!""",0.0,0.386,0.614,0.1511
"""What was that?""",0.0,1.0,0.0,0.0
I inquired.,0.0,1.0,0.0,0.0
"""The picture of Oxford?""",0.0,1.0,0.0,0.0
"""I was able to do the commissioner a favour once, and he sends me a Christmas card every year.""",0.0,0.847,0.153,0.4404
"Over the great bridge, with the sunlight through the girders making a constant flicker upon the moving cars, with the city rising up across the river in white heaps and sugar lumps all built with a wish out of nonolfactory money.",0.0,0.845,0.155,0.7783
"The city seen from the Queensboro Bridge is always the city seen for the first time, in its first wild promise of all the mystery and the beauty in the world.",0.0,0.826,0.174,0.7269
"A dead man passed us in a hearse heaped with blooms, followed by two carriages with drawn blinds, and by more cheerful carriages for friends.",0.138,0.641,0.221,0.3804
"The friends looked out at us with the tragic eyes and short upper lips of southeastern Europe, and I was glad that the sight of Gatsby's splendid car was included in their sombre holiday.",0.069,0.642,0.289,0.8625
"As we crossed Blackwell's Island a limousine passed us, driven by a white chauffeur, in which sat three modish negroes, two bucks and a girl.",0.0,1.0,0.0,0.0
I laughed aloud as the yolks of their eyeballs rolled toward us in haughty rivalry.,0.0,0.812,0.188,0.4588
"""Anything can happen now that we've slid over this bridge,"" I thought ""anything at all "" Even Gatsby could happen, without any particular wonder.",0.0,1.0,0.0,0.0
Roaring noon.,0.0,1.0,0.0,0.0
In a wellfanned Fortysecond Street cellar I met Gatsby for lunch.,0.0,1.0,0.0,0.0
"Blinking away the brightness of the street outside, my eyes picked him out obscurely in the anteroom, talking to another man.",0.0,0.885,0.115,0.3818
"""Mr. Carraway, this is my friend Mr.",0.0,0.652,0.348,0.4939
"Wolfshiem.""",0.0,1.0,0.0,0.0
"A small, flatnosed Jew raised his large head and regarded me with two fine growths of hair which luxuriated in either nostril.",0.0,0.917,0.083,0.2023
After a moment I discovered his tiny eyes in the halfdarkness.,0.0,1.0,0.0,0.0
"""So I took one look at him,"" said Mr. Wolfshiem, shaking my hand earnestly, ""and what do you think I did?""",0.078,0.776,0.146,0.3612
"""What?""",0.0,1.0,0.0,0.0
I inquired politely.,0.0,1.0,0.0,0.0
"But evidently he was not addressing me, for he dropped my hand and covered Gatsby with his expressive nose.",0.0,0.807,0.193,0.6486
"""I handed the money to Katspaugh and I said 'All right, Katspaugh, don't pay him a penny till he shuts his mouth.'",0.0,0.936,0.064,0.0762
"He shut it then and there.""",0.0,1.0,0.0,0.0
"Gatsby took an arm of each of us and moved forward into the restaurant, whereupon Mr. Wolfshiem swallowed a new sentence he was starting and lapsed into a somnambulatory abstraction.",0.0,0.954,0.046,0.0772
"""Highballs?""",0.0,1.0,0.0,0.0
asked the head waiter.,0.0,1.0,0.0,0.0
"""This is a nice restaurant here,"" said Mr. Wolfshiem, looking at the presbyterian nymphs on the ceiling.",0.0,0.843,0.157,0.4215
"""But I like across the street better!""",0.0,0.585,0.415,0.5487
"""Yes, highballs,"" agreed Gatsby, and then to Mr. Wolfshiem ""It's too hot over there.""",0.0,0.861,0.139,0.2732
"""Hot and smallyes,"" said Mr. Wolfshiem, ""but full of memories.""",0.0,1.0,0.0,0.0
"""What place is that?""",0.0,1.0,0.0,0.0
I asked.,0.0,1.0,0.0,0.0
"""The old Metropole.""",0.0,1.0,0.0,0.0
"""The old Metropole,"" brooded Mr. Wolfshiem gloomily.",0.0,1.0,0.0,0.0
"""Filled with faces dead and gone.",0.462,0.538,0.0,-0.6486
Filled with friends gone now forever.,0.0,0.617,0.383,0.4767
I can't forget so long as I live the night they shot Rosy Rosenthal there.,0.0,0.878,0.122,0.1695
"It was six of us at the table, and Rosy had eat and drunk a lot all evening.",0.13,0.87,0.0,-0.34
When it was almost morning the waiter came up to him with a funny look and says somebody wants to speak to him outside.,0.0,0.884,0.116,0.4404
"'All right,' says Rosy, and begins to get up, and I pulled him down in his chair. """,0.0,1.0,0.0,0.0
"'Let the bastards come in here if they want you, Rosy, but don't you, so help me, move outside this room.'",0.095,0.682,0.223,0.5247
"""It was four o'clock in the morning then, and if we'd of raised the blinds we'd of seen daylight.""",0.0,1.0,0.0,0.0
"""Did he go?""",0.0,1.0,0.0,0.0
I asked innocently.,0.0,0.294,0.706,0.34
"""Sure he went.""",0.0,0.465,0.535,0.3182
Mr. Wolfshiem's nose flashed at me indignantly.,0.0,1.0,0.0,0.0
"""He turned around in the door and says 'Don't let that waiter take away my coffee!'",0.0,1.0,0.0,0.0
"Then he went out on the sidewalk, and they shot him three times in his full belly and drove away.""",0.0,1.0,0.0,0.0
"""Four of them were electrocuted,"" I said, remembering.",0.0,1.0,0.0,0.0
"""Five, with Becker.""",0.0,1.0,0.0,0.0
His nostrils turned to me in an interested way.,0.0,0.748,0.252,0.4019
"""I understand you're looking for a business gonnegtion.""",0.0,1.0,0.0,0.0
The juxtaposition of these two remarks was startling.,0.0,0.843,0.157,0.0772
"Gatsby answered for me ""Oh, no,"" he exclaimed, ""this isn't the man.""",0.0,1.0,0.0,0.0
"""No?""",0.0,1.0,0.0,0.0
Mr. Wolfshiem seemed disappointed.,0.508,0.492,0.0,-0.4767
"""This is just a friend.",0.0,0.484,0.516,0.4939
"I told you we'd talk about that some other time.""",0.0,1.0,0.0,0.0
"""I beg your pardon,"" said Mr. Wolfshiem, ""I had a wrong man.""",0.237,0.763,0.0,-0.4767
"A succulent hash arrived, and Mr. Wolfshiem, forgetting the more sentimental atmosphere of the old Metropole, began to eat with ferocious delicacy.",0.061,0.826,0.113,0.2944
"His eyes, meanwhile, roved very slowly all around the roomhe completed the arc by turning to inspect the people directly behind.",0.0,1.0,0.0,0.0
"I think that, except for my presence, he would have taken one short glance beneath our own table.",0.0,1.0,0.0,0.0
"""Look here, old sport,"" said Gatsby, leaning toward me, ""I'm afraid I made you a little angry this morning in the car.""",0.137,0.863,0.0,-0.4601
"There was the smile again, but this time I held out against it.",0.0,0.863,0.137,0.1901
"""I don't like mysteries,"" I answered, ""and I don't understand why you won't come out frankly and tell me what you want.",0.099,0.841,0.061,-0.2047
"Why has it all got to come through Miss Baker?""",0.151,0.849,0.0,-0.1531
"""Oh, it's nothing underhand,"" he assured me.",0.26,0.74,0.0,-0.2755
"""Miss Baker's a great sportswoman, you know, and she'd never do anything that wasn't all right.""",0.086,0.695,0.219,0.5423
"Suddenly he looked at his watch, jumped up, and hurried from the room, leaving me with Mr. Wolfshiem at the table.",0.0,1.0,0.0,0.0
"""He has to telephone,"" said Mr. Wolfshiem, following him with his eyes.",0.0,1.0,0.0,0.0
"""Fine fellow, isn't he?",0.0,0.625,0.375,0.2023
"Handsome to look at and a perfect gentleman.""",0.0,0.42,0.58,0.7845
"""Yes.""",0.0,1.0,0.0,0.0
"""He's an Oggsford man.""",0.0,1.0,0.0,0.0
"""Oh!""",0.0,1.0,0.0,0.0
"""He went to Oggsford College in England.",0.0,1.0,0.0,0.0
"You know Oggsford College?""",0.0,1.0,0.0,0.0
"""I've heard of it.""",0.0,1.0,0.0,0.0
"""It's one of the most famous colleges in the world.""",0.0,1.0,0.0,0.0
"""Have you known Gatsby for a long time?""",0.0,1.0,0.0,0.0
I inquired.,0.0,1.0,0.0,0.0
"""Several years,"" he answered in a gratified way.",0.0,0.698,0.302,0.3818
"""I made the pleasure of his acquaintance just after the war.",0.235,0.542,0.223,-0.0516
But I knew I had discovered a man of fine breeding after I talked with him an hour.,0.0,0.855,0.145,0.296
I said to myself 'There's the kind of man you'd like to take home and introduce to your mother and sister.',0.0,0.884,0.116,0.3612
""" He paused.",0.0,1.0,0.0,0.0
"""I see you're looking at my cuff buttons.""",0.0,1.0,0.0,0.0
"I hadn't been looking at them, but I did now.",0.0,1.0,0.0,0.0
They were composed of oddly familiar pieces of ivory.,0.0,1.0,0.0,0.0
"""Finest specimens of human molars,"" he informed me.",0.0,1.0,0.0,0.0
"""Well!""",0.0,1.0,0.0,0.0
I inspected them.,0.0,1.0,0.0,0.0
"""That's a very interesting idea.""",0.0,0.501,0.499,0.4576
"""Yeah.""",0.0,1.0,0.0,0.0
He flipped his sleeves up under his coat.,0.0,1.0,0.0,0.0
"""Yeah, Gatsby's very careful about women.",0.0,0.725,0.275,0.2247
"He would never so much as look at a friend's wife.""",0.0,1.0,0.0,0.0
When the subject of this instinctive trust returned to the table and sat down Mr. Wolfshiem drank his coffee with a jerk and got to his feet.,0.081,0.808,0.111,0.2263
